job_title,company_name,location,salary,skills,description
Full Stack Developer,TCS,Chennai,4 LPA - 6 LPA,"javascript, react, css","We are hiring a Full Stack Developer for our TCS team located in Chennai. Candidate must have experience in: javascript, react, css."
DevOps Engineer,Accenture,Delhi,10 LPA - 20 LPA,"aws, docker, kubernetes","We are hiring a DevOps Engineer for our Accenture team located in Delhi. Candidate must have experience in: aws, docker, kubernetes."
Cloud Architect,TCS,Delhi,3 LPA - 5 LPA,"azure, devops","We are hiring a Cloud Architect for our TCS team located in Delhi. Candidate must have experience in: azure, devops."
Cloud Architect,Microsoft,Remote,8 LPA - 14 LPA,"machine learning, tensorflow, numpy","We are hiring a Cloud Architect for our Microsoft team located in Remote. Candidate must have experience in: machine learning, tensorflow, numpy."
AI Engineer,Cognizant,Remote,8 LPA - 14 LPA,"machine learning, tensorflow, numpy","We are hiring a AI Engineer for our Cognizant team located in Remote. Candidate must have experience in: machine learning, tensorflow, numpy."
Python Developer,TCS,Hyderabad,4 LPA - 6 LPA,"machine learning, tensorflow, numpy","We are hiring a Python Developer for our TCS team located in Hyderabad. Candidate must have experience in: machine learning, tensorflow, numpy."
DevOps Engineer,TCS,Chennai,6 LPA - 10 LPA,"machine learning, tensorflow, numpy","We are hiring a DevOps Engineer for our TCS team located in Chennai. Candidate must have experience in: machine learning, tensorflow, numpy."
Python Developer,Amazon,Hyderabad,6 LPA - 10 LPA,"devops, ci/cd, linux","We are hiring a Python Developer for our Amazon team located in Hyderabad. Candidate must have experience in: devops, ci/cd, linux."
AI Engineer,Amazon,Remote,10 LPA - 20 LPA,"data analysis, excel, tableau","We are hiring a AI Engineer for our Amazon team located in Remote. Candidate must have experience in: data analysis, excel, tableau."
ML Engineer,Wipro,Delhi,3 LPA - 5 LPA,"java, spring boot","We are hiring a ML Engineer for our Wipro team located in Delhi. Candidate must have experience in: java, spring boot."
Python Developer,Capgemini,Remote,8 LPA - 14 LPA,"azure, devops","We are hiring a Python Developer for our Capgemini team located in Remote. Candidate must have experience in: azure, devops."
Cloud Architect,Accenture,Remote,15 LPA - 30 LPA,"deep learning, pytorch","We are hiring a Cloud Architect for our Accenture team located in Remote. Candidate must have experience in: deep learning, pytorch."
Software Engineer,Cognizant,Remote,15 LPA - 30 LPA,"html, css, javascript","We are hiring a Software Engineer for our Cognizant team located in Remote. Candidate must have experience in: html, css, javascript."
Cloud Architect,Cognizant,Pune,15 LPA - 30 LPA,"deep learning, pytorch","We are hiring a Cloud Architect for our Cognizant team located in Pune. Candidate must have experience in: deep learning, pytorch."
AI Engineer,Capgemini,Mumbai,3 LPA - 5 LPA,"html, css, javascript","We are hiring a AI Engineer for our Capgemini team located in Mumbai. Candidate must have experience in: html, css, javascript."
ML Engineer,Amazon,Hyderabad,4 LPA - 6 LPA,"data analysis, excel, tableau","We are hiring a ML Engineer for our Amazon team located in Hyderabad. Candidate must have experience in: data analysis, excel, tableau."
Frontend Developer,Capgemini,Chennai,8 LPA - 14 LPA,"java, spring boot","We are hiring a Frontend Developer for our Capgemini team located in Chennai. Candidate must have experience in: java, spring boot."
Cloud Architect,TCS,Mumbai,8 LPA - 14 LPA,"javascript, react, css","We are hiring a Cloud Architect for our TCS team located in Mumbai. Candidate must have experience in: javascript, react, css."
ML Engineer,Cognizant,Mumbai,15 LPA - 30 LPA,"python, sql, pandas","We are hiring a ML Engineer for our Cognizant team located in Mumbai. Candidate must have experience in: python, sql, pandas."
Software Engineer,Tech Mahindra,Bangalore,3 LPA - 5 LPA,"aws, docker, kubernetes","We are hiring a Software Engineer for our Tech Mahindra team located in Bangalore. Candidate must have experience in: aws, docker, kubernetes."
Cloud Architect,Wipro,Chennai,8 LPA - 14 LPA,"machine learning, tensorflow, numpy","We are hiring a Cloud Architect for our Wipro team located in Chennai. Candidate must have experience in: machine learning, tensorflow, numpy."
Frontend Developer,Google,Remote,10 LPA - 20 LPA,"devops, ci/cd, linux","We are hiring a Frontend Developer for our Google team located in Remote. Candidate must have experience in: devops, ci/cd, linux."
Full Stack Developer,Accenture,Hyderabad,6 LPA - 10 LPA,"deep learning, pytorch","We are hiring a Full Stack Developer for our Accenture team located in Hyderabad. Candidate must have experience in: deep learning, pytorch."
Cloud Architect,Accenture,Chennai,8 LPA - 14 LPA,"deep learning, pytorch","We are hiring a Cloud Architect for our Accenture team located in Chennai. Candidate must have experience in: deep learning, pytorch."
Frontend Developer,Infosys,Chennai,6 LPA - 10 LPA,"aws, docker, kubernetes","We are hiring a Frontend Developer for our Infosys team located in Chennai. Candidate must have experience in: aws, docker, kubernetes."
Data Analyst,TCS,Delhi,8 LPA - 14 LPA,"java, spring boot","We are hiring a Data Analyst for our TCS team located in Delhi. Candidate must have experience in: java, spring boot."
DevOps Engineer,TCS,Mumbai,6 LPA - 10 LPA,"html, css, javascript","We are hiring a DevOps Engineer for our TCS team located in Mumbai. Candidate must have experience in: html, css, javascript."
Frontend Developer,Infosys,Chennai,3 LPA - 5 LPA,"aws, docker, kubernetes","We are hiring a Frontend Developer for our Infosys team located in Chennai. Candidate must have experience in: aws, docker, kubernetes."
DevOps Engineer,Amazon,Remote,3 LPA - 5 LPA,"java, spring boot","We are hiring a DevOps Engineer for our Amazon team located in Remote. Candidate must have experience in: java, spring boot."
Frontend Developer,Capgemini,Mumbai,8 LPA - 14 LPA,"deep learning, pytorch","We are hiring a Frontend Developer for our Capgemini team located in Mumbai. Candidate must have experience in: deep learning, pytorch."
Data Analyst,Google,Chennai,6 LPA - 10 LPA,"deep learning, pytorch","We are hiring a Data Analyst for our Google team located in Chennai. Candidate must have experience in: deep learning, pytorch."
Frontend Developer,Cognizant,Bangalore,8 LPA - 14 LPA,"python, sql, pandas","We are hiring a Frontend Developer for our Cognizant team located in Bangalore. Candidate must have experience in: python, sql, pandas."
Data Analyst,Wipro,Remote,4 LPA - 6 LPA,"javascript, react, css","We are hiring a Data Analyst for our Wipro team located in Remote. Candidate must have experience in: javascript, react, css."
Python Developer,Accenture,Delhi,15 LPA - 30 LPA,"java, spring boot","We are hiring a Python Developer for our Accenture team located in Delhi. Candidate must have experience in: java, spring boot."
Python Developer,Tech Mahindra,Hyderabad,8 LPA - 14 LPA,"python, sql, pandas","We are hiring a Python Developer for our Tech Mahindra team located in Hyderabad. Candidate must have experience in: python, sql, pandas."
